source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,invalid_reason
ATROPINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ATROPINE (MG),914335,,
AUGMENTIN (GM),0,SG_PASAR_INTRAOP_DRUG_MED,AUGMENTIN (GM),1713332,,
AUGMENTIN (GM),0,SG_PASAR_INTRAOP_DRUG_MED,AUGMENTIN (GM),1759842,,
BUPIV. (MG) SPINAL,0,SG_PASAR_INTRAOP_DRUG_MED,BUPIV. (MG) SPINAL,732893,,
BUPIV. HEAVY (MG),0,SG_PASAR_INTRAOP_DRUG_MED,BUPIV. HEAVY (MG),732893,,
BUPIV. HEAVY (MG) SPINAL,0,SG_PASAR_INTRAOP_DRUG_MED,BUPIV. HEAVY (MG) SPINAL,732893,,
BUPIVACAINE 0.5% WITH DEXTROSE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,BUPIVACAINE 0.5% WITH DEXTROSE (MG),732893,,
BUPIVACAINE 0.5% WITH DEXTROSE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,BUPIVACAINE 0.5% WITH DEXTROSE (MG),1560524,,
CALCIUM CHLORIDE 10% (ML),0,SG_PASAR_INTRAOP_DRUG_MED,CALCIUM CHLORIDE 10% (ML),19036781,,
CALCIUM GLUCONATE 10% (ML),0,SG_PASAR_INTRAOP_DRUG_MED,CALCIUM GLUCONATE 10% (ML),19037038,,
CEFAZOLIN (G),0,SG_PASAR_INTRAOP_DRUG_MED,CEFAZOLIN (G),1771162,,
CEFAZOLIN (G),0,SG_PASAR_INTRAOP_DRUG_MED,CEFAZOLIN (G),1771162,,
CEFTRIAXONE (GM),0,SG_PASAR_INTRAOP_DRUG_MED,CEFTRIAXONE (GM),1777806,,
CEPHAZOLIN (G),0,SG_PASAR_INTRAOP_DRUG_MED,CEPHAZOLIN (G),1771162,,
CEPHAZOLIN (G),0,SG_PASAR_INTRAOP_DRUG_MED,CEPHAZOLIN (G),1771162,,
CEPHAZOLIN (MG),0,SG_PASAR_INTRAOP_DRUG_MED,CEPHAZOLIN (MG),1771162,,
CIPROFLOXACIN (MG),0,SG_PASAR_INTRAOP_DRUG_MED,CIPROFLOXACIN (MG),1797513,,
CLINDAMYCIN (MG),0,SG_PASAR_INTRAOP_DRUG_MED,CLINDAMYCIN (MG),997881,,
DEXAMETHASONE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,DEXAMETHASONE (MG),1518254,,
DEXAMETHASONE PHOSPHATE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,DEXAMETHASONE PHOSPHATE (MG),1518254,,
DEXTROSE 50% (ML),0,SG_PASAR_INTRAOP_DRUG_MED,DEXTROSE 50% (ML),1560524,,
DURATOCIN (UG),0,SG_PASAR_INTRAOP_DRUG_MED,DURATOCIN (UG),36878844,,
EPHEDRINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,EPHEDRINE (MG),1143374,,
EPHEDRINE SULFATE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,EPHEDRINE SULFATE (MG),1143374,,
ESMOLOL (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ESMOLOL (MG),19063575,,
ETOMIDATE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ETOMIDATE (MG),19050488,,
FENTANYL (UG),0,SG_PASAR_INTRAOP_DRUG_MED,FENTANYL (UG),1154029,,
FENTANYL (UG) EPI,0,SG_PASAR_INTRAOP_DRUG_MED,FENTANYL (UG) EPI,1154029,,
FENTANYL (UG) SPINAL,0,SG_PASAR_INTRAOP_DRUG_MED,FENTANYL (UG) SPINAL,1154029,,
FENTANYL SPINAL (UG),0,SG_PASAR_INTRAOP_DRUG_MED,FENTANYL SPINAL (UG),1154029,,
FENTANYL SPINAL (UG) SPINAL,0,SG_PASAR_INTRAOP_DRUG_MED,FENTANYL SPINAL (UG) SPINAL,1154029,,
FRUSEMIDE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,FRUSEMIDE (MG),956874,,
FUROSEMIDE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,FUROSEMIDE (MG),956874,,
GLYCOPYRROLATE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,GLYCOPYRROLATE (MG),45775571,,
HEPARIN IV (IU),0,SG_PASAR_INTRAOP_DRUG_MED,HEPARIN IV (IU),1367571,,
HYDRALAZINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,HYDRALAZINE (MG),1373928,,
HYDROCORTISONE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,HYDROCORTISONE (MG),975125,,
INSULIN (IU),0,SG_PASAR_INTRAOP_DRUG_MED,INSULIN (IU),1596977,,
IV PARECOXIB (MG),0,SG_PASAR_INTRAOP_DRUG_MED,IV PARECOXIB (MG),19003570,,
KETAMINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,KETAMINE (MG),785649,,
LABETALOL (MG),0,SG_PASAR_INTRAOP_DRUG_MED,LABETALOL (MG),1386957,,
LEVETIRACETAM INJECTION (MG),0,SG_PASAR_INTRAOP_DRUG_MED,LEVETIRACETAM INJECTION (MG),711584,,
LIDOCAINE [P/FREE] 1% (MG),0,SG_PASAR_INTRAOP_DRUG_MED,LIDOCAINE [P/FREE] 1% (MG),989878,,
LIGNOCAINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,LIGNOCAINE (MG),989878,,
MAGNESIUM (MMOL),0,SG_PASAR_INTRAOP_DRUG_MED,MAGNESIUM (MMOL),19124906,,
MEROPENEM (G),0,SG_PASAR_INTRAOP_DRUG_MED,MEROPENEM (G),1709170,,
METOCLOPRAMIDE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,METOCLOPRAMIDE (MG),906780,,
METRONIDAZOLE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,METRONIDAZOLE (MG),1707164,,
MIDAZOLAM (MG),0,SG_PASAR_INTRAOP_DRUG_MED,MIDAZOLAM (MG),708298,,
MORPHINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,MORPHINE (MG),1110410,,
NEOSTIGMINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,NEOSTIGMINE (MG),717136,,
ONDANSETRON (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ONDANSETRON (MG),1000560,,
OXYCODONE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,OXYCODONE (MG),1124957,,
PANCURONIUM (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PANCURONIUM (MG),19026674,,
PARACETAMOL (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PARACETAMOL (MG),1125315,,
PARACETAMOL INJECTION (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PARACETAMOL INJECTION (MG),1125315,,
PARECOXIB (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PARECOXIB (MG),19003570,,
PETHIDINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PETHIDINE (MG),1102527,,
PHENTOLAMINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PHENTOLAMINE (MG),1335539,,
PHENYLEPHRINE (UG),0,SG_PASAR_INTRAOP_DRUG_MED,PHENYLEPHRINE (UG),1135766,,
PHENYLEPHRINE 0.01% (ML),0,SG_PASAR_INTRAOP_DRUG_MED,PHENYLEPHRINE 0.01% (ML),1135766,,
POTASSIUM CHLORIDE (MMOL),0,SG_PASAR_INTRAOP_DRUG_MED,POTASSIUM CHLORIDE (MMOL),19049105,,
PROPOFOL (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PROPOFOL (MG),753626,,
PROPOFOL/LIGNOCAINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PROPOFOL/LIGNOCAINE (MG),753626,,
PROPOFOL/LIGNOCAINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PROPOFOL/LIGNOCAINE (MG),989878,,
PROTAMINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,PROTAMINE (MG),19054242,,
REMIFENTANIL (MCG),0,SG_PASAR_INTRAOP_DRUG_MED,REMIFENTANIL (MCG),19016749,,
ROCURONIUM (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ROCURONIUM (MG),19003953,,
ROPIVACAINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ROPIVACAINE (MG),1136487,,
ROPIVACAINE (MG) BLOCK,0,SG_PASAR_INTRAOP_DRUG_MED,ROPIVACAINE (MG) BLOCK,1136487,,
ROPIVACAINE 0.5% (MG),0,SG_PASAR_INTRAOP_DRUG_MED,ROPIVACAINE 0.5% (MG),1136487,,
ROPIVACAINE 0.5% (MG) BLOCK,0,SG_PASAR_INTRAOP_DRUG_MED,ROPIVACAINE 0.5% (MG) BLOCK,1136487,,
SODIUM BICARBONATE 8.4% (ML),0,SG_PASAR_INTRAOP_DRUG_MED,SODIUM BICARBONATE 8.4% (ML),939506,,
SUCCINYCHOLINE (MG),0,SG_PASAR_INTRAOP_DRUG_MED,SUCCINYCHOLINE (MG),836208,,
SUGAMMADEX (MG),0,SG_PASAR_INTRAOP_DRUG_MED,SUGAMMADEX (MG),35604506,,
SUXAMETHONIUM (MG),0,SG_PASAR_INTRAOP_DRUG_MED,SUXAMETHONIUM (MG),836208,,
SYNTOCINON (IU),0,SG_PASAR_INTRAOP_DRUG_MED,SYNTOCINON (IU),1326115,,
"TAZOCIN-PIPERACILLIN,TAZOBACTAM (G)",0,SG_PASAR_INTRAOP_DRUG_MED,"TAZOCIN-PIPERACILLIN,TAZOBACTAM (G)",1746114,,
"TAZOCIN-PIPERACILLIN,TAZOBACTAM (G)",0,SG_PASAR_INTRAOP_DRUG_MED,"TAZOCIN-PIPERACILLIN,TAZOBACTAM (G)",1741122,,
TRANEXAMIC ACID (MG),0,SG_PASAR_INTRAOP_DRUG_MED,TRANEXAMIC ACID (MG),1303425,,
VANCOMYCIN (MG),0,SG_PASAR_INTRAOP_DRUG_MED,VANCOMYCIN (MG),1707687,,
SODIUM,0,SG_PASAR_POSTOP_LABS_ALL,SODIUM,4097430,,
CHLORIDE,0,SG_PASAR_POSTOP_LABS_ALL,CHLORIDE,4188066,,
CREATININE,0,SG_PASAR_POSTOP_LABS_ALL,CREATININE,4324383,,
"BILIRUBIN,TOTAL",0,SG_PASAR_POSTOP_LABS_ALL,"BILIRUBIN,TOTAL",4230543,,
BICARBONATE,0,SG_PASAR_POSTOP_LABS_ALL,BICARBONATE,4227915,,
POTASSIUM,0,SG_PASAR_POSTOP_LABS_ALL,POTASSIUM,4245152,,
APTT,0,SG_PASAR_POSTOP_LABS_ALL,APTT,44809202,,
PLATELET COUNT,0,SG_PASAR_POSTOP_LABS_ALL,PLATELET COUNT,4267147,,
ALBUMIN,0,SG_PASAR_POSTOP_LABS_ALL,ALBUMIN,4097664,,
EOSINOPHIL,0,SG_PASAR_POSTOP_LABS_ALL,EOSINOPHIL,4216098,,
UREA,0,SG_PASAR_POSTOP_LABS_ALL,UREA,4020121,,
RBC DIST WIDTH,0,SG_PASAR_POSTOP_LABS_ALL,RBC DIST WIDTH,37397924,,
PROTHROMBIN TIME,0,SG_PASAR_POSTOP_LABS_ALL,PROTHROMBIN TIME,4245261,,
LYMPHOCYTE,0,SG_PASAR_POSTOP_LABS_ALL,LYMPHOCYTE,4254663,,
HBA1C,0,SG_PASAR_POSTOP_LABS_ALL,HBA1C,4184637,,
NEUTROPHILS,0,SG_PASAR_POSTOP_LABS_ALL,NEUTROPHILS,4148615,,
TROPONIN-T QUANTITATIVE,0,SG_PASAR_POSTOP_LABS_ALL,TROPONIN-T QUANTITATIVE,2212605,,
WBC,0,SG_PASAR_POSTOP_LABS_ALL,WBC,4298431,,
ACARBOSE TABLET,0,SG_PASAR_POSTOP_INFO,ACARBOSE TABLET,1529331,,
ACETIC ACID 4% EXT SOLUTION,0,SG_PASAR_POSTOP_INFO,ACETIC ACID 4% EXT SOLUTION,929549,,
ACETYLCYSTEINE  EFFERVESCENT TABLET,0,SG_PASAR_POSTOP_INFO,ACETYLCYSTEINE  EFFERVESCENT TABLET,1139042,,
ACETYLCYSTEINE VIAL/AMPOULE,0,SG_PASAR_POSTOP_INFO,ACETYLCYSTEINE VIAL/AMPOULE,1139042,,
ACICLOVIR  TABLET,0,SG_PASAR_POSTOP_INFO,ACICLOVIR  TABLET,1703687,,
ACICLOVIR (COLD SORE) 5% CREAM,0,SG_PASAR_POSTOP_INFO,ACICLOVIR (COLD SORE) 5% CREAM,1703687,,
ACICLOVIR (TOPICAL) 5% CREAM,0,SG_PASAR_POSTOP_INFO,ACICLOVIR (TOPICAL) 5% CREAM,1703687,,
ACTRAPID [INSULIN SOLUBLE] INJECTION,0,SG_PASAR_POSTOP_INFO,ACTRAPID [INSULIN SOLUBLE] INJECTION,1596977,,
"ADRENALINE [EPINEPHRINE]   1MG/ML (1:1,000) INJECTION",0,SG_PASAR_POSTOP_INFO,"ADRENALINE [EPINEPHRINE]   1MG/ML (1:1,000) INJECTION",1343916,,
"ADRENALINE [EPINEPHRINE] 1:1,000 (1MG/ML) INJECTION",0,SG_PASAR_POSTOP_INFO,"ADRENALINE [EPINEPHRINE] 1:1,000 (1MG/ML) INJECTION",1343916,,
"ADRENALINE [EPINEPHRINE] 1:10,000 (1MG/10ML) INJECTION",0,SG_PASAR_POSTOP_INFO,"ADRENALINE [EPINEPHRINE] 1:10,000 (1MG/10ML) INJECTION",1343916,,
ALFACALCIDOL CAPSULE/TABLET,0,SG_PASAR_POSTOP_INFO,ALFACALCIDOL CAPSULE/TABLET,19014202,,
ALFUZOSIN HCL XL TABLET,0,SG_PASAR_POSTOP_INFO,ALFUZOSIN HCL XL TABLET,930021,,
ALLOPURINOL  TABLET,0,SG_PASAR_POSTOP_INFO,ALLOPURINOL  TABLET,1167322,,
ALPRAZOLAM  TABLET,0,SG_PASAR_POSTOP_INFO,ALPRAZOLAM  TABLET,781039,,
AMIODARONE HCL [CORDARONE] TABLET,0,SG_PASAR_POSTOP_INFO,AMIODARONE HCL [CORDARONE] TABLET,1309944,,
AMIODARONE HCL INJECTION,0,SG_PASAR_POSTOP_INFO,AMIODARONE HCL INJECTION,1309944,,
AMITRIPTYLINE HCL TABLET,0,SG_PASAR_POSTOP_INFO,AMITRIPTYLINE HCL TABLET,710062,,
AMLODIPINE  TABLET,0,SG_PASAR_POSTOP_INFO,AMLODIPINE  TABLET,1332418,,
AMOXICILLIN CAPSULE,0,SG_PASAR_POSTOP_INFO,AMOXICILLIN CAPSULE,1713332,,
AMPICILLIN INJECTION,0,SG_PASAR_POSTOP_INFO,AMPICILLIN INJECTION,1717327,,
"ANAREX TABLET [PARACETAMOL 450MG, ORPHENADRINE 35MG]",0,SG_PASAR_POSTOP_INFO,"ANAREX TABLET [PARACETAMOL 450MG, ORPHENADRINE 35MG]",724394,,
"ANAREX TABLET [PARACETAMOL 450MG, ORPHENADRINE 35MG]",0,SG_PASAR_POSTOP_INFO,"ANAREX TABLET [PARACETAMOL 450MG, ORPHENADRINE 35MG]",1125315,,
ANIDULAFUNGIN INJECTION,0,SG_PASAR_POSTOP_INFO,ANIDULAFUNGIN INJECTION,19026450,,
"ANORO ELLIPTA INHALER [UMECLIDINIUM 62.5MCG, VILANTEROL 25MCG]",0,SG_PASAR_POSTOP_INFO,"ANORO ELLIPTA INHALER [UMECLIDINIUM 62.5MCG, VILANTEROL 25MCG]",44785907,,
"ANORO ELLIPTA INHALER [UMECLIDINIUM 62.5MCG, VILANTEROL 25MCG]",0,SG_PASAR_POSTOP_INFO,"ANORO ELLIPTA INHALER [UMECLIDINIUM 62.5MCG, VILANTEROL 25MCG]",43532539,,
ANTACID WITH SIMETICONE TABLET,0,SG_PASAR_POSTOP_INFO,ANTACID WITH SIMETICONE TABLET,35622739,,
ANTACID WITH SIMETICONE TABLET,0,SG_PASAR_POSTOP_INFO,ANTACID WITH SIMETICONE TABLET,966991,,
APIDRA [INSULIN GLULISINE] SOLOSTAR,0,SG_PASAR_POSTOP_INFO,APIDRA [INSULIN GLULISINE] SOLOSTAR,1544838,,
APIXABAN TABLET,0,SG_PASAR_POSTOP_INFO,APIXABAN TABLET,43013024,,
AQUEOUS CREAM,0,SG_PASAR_POSTOP_INFO,AQUEOUS CREAM,0,,
ASCORBIC ACID   [VITAMIN C] TABLET,0,SG_PASAR_POSTOP_INFO,ASCORBIC ACID   [VITAMIN C] TABLET,19011773,,
ASCORBIC ACID [VITAMIN C] INJECTION,0,SG_PASAR_POSTOP_INFO,ASCORBIC ACID [VITAMIN C] INJECTION,19011773,,
ASPIRIN  TABLET,0,SG_PASAR_POSTOP_INFO,ASPIRIN  TABLET,1112807,,
ATENOLOL  TABLET,0,SG_PASAR_POSTOP_INFO,ATENOLOL  TABLET,1314002,,
ATORVASTATIN TABLET,0,SG_PASAR_POSTOP_INFO,ATORVASTATIN TABLET,1545958,,
ATRACURIUM BESILATE INJECTION,0,SG_PASAR_POSTOP_INFO,ATRACURIUM BESILATE INJECTION,19014341,,
AZITHROMYCIN  TABLET,0,SG_PASAR_POSTOP_INFO,AZITHROMYCIN  TABLET,1734104,,
AZTREONAM INJECTION,0,SG_PASAR_POSTOP_INFO,AZTREONAM INJECTION,1715117,,
BACLOFEN  TABLET,0,SG_PASAR_POSTOP_INFO,BACLOFEN  TABLET,715233,,
BECLOMETASONE DIPROPIONATE 50MCG INHALER,0,SG_PASAR_POSTOP_INFO,BECLOMETASONE DIPROPIONATE 50MCG INHALER,1115572,,
BENZYDAMINE HCL  3MG LOZENGE,0,SG_PASAR_POSTOP_INFO,BENZYDAMINE HCL  3MG LOZENGE,19019620,,
BENZYDAMINE HCL 0.15% GARGLE,0,SG_PASAR_POSTOP_INFO,BENZYDAMINE HCL 0.15% GARGLE,19019620,,
BENZYLPENICILLIN [CRYSTALLINE PENICILLIN G] INJECTION,0,SG_PASAR_POSTOP_INFO,BENZYLPENICILLIN [CRYSTALLINE PENICILLIN G] INJECTION,1728416,,
"BERODUAL N INHALER [FENOTEROL 50MCG, IPRATROPIUM 20MCG]",0,SG_PASAR_POSTOP_INFO,"BERODUAL N INHALER [FENOTEROL 50MCG, IPRATROPIUM 20MCG]",1112921,,
"BERODUAL N INHALER [FENOTEROL 50MCG, IPRATROPIUM 20MCG]",0,SG_PASAR_POSTOP_INFO,"BERODUAL N INHALER [FENOTEROL 50MCG, IPRATROPIUM 20MCG]",19053979,,
BETAHISTINE MESILATE TABLET,0,SG_PASAR_POSTOP_INFO,BETAHISTINE MESILATE TABLET,19020124,,
BETAMETHASONE (DIPROPIONATE) 0.05% CREAM,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (DIPROPIONATE) 0.05% CREAM,920458,,
BETAMETHASONE (VALERATE) 0.025% CREAM,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (VALERATE) 0.025% CREAM,920458,,
"BETAMETHASONE (VALERATE) 0.025%, CLIOQUINOL 3% CREAM",0,SG_PASAR_POSTOP_INFO,"BETAMETHASONE (VALERATE) 0.025%, CLIOQUINOL 3% CREAM",980867,,
"BETAMETHASONE (VALERATE) 0.025%, CLIOQUINOL 3% CREAM",0,SG_PASAR_POSTOP_INFO,"BETAMETHASONE (VALERATE) 0.025%, CLIOQUINOL 3% CREAM",920458,,
BETAMETHASONE (VALERATE) 0.05% CREAM,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (VALERATE) 0.05% CREAM,920458,,
BETAMETHASONE (VALERATE) 0.1% CREAM,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (VALERATE) 0.1% CREAM,920458,,
BETAMETHASONE (VALERATE) 0.1% OINTMENT,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (VALERATE) 0.1% OINTMENT,920458,,
BETAMETHASONE (VALERATE) 0.1% SCALP LOTION,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE (VALERATE) 0.1% SCALP LOTION,920458,,
BETAMETHASONE SODIUM PHOSPHATE 0.1% EYE/EAR DROP,0,SG_PASAR_POSTOP_INFO,BETAMETHASONE SODIUM PHOSPHATE 0.1% EYE/EAR DROP,920458,,
BETHANECHOL CHLORIDE TABLET,0,SG_PASAR_POSTOP_INFO,BETHANECHOL CHLORIDE TABLET,937439,,
BISACODYL EC TABLET,0,SG_PASAR_POSTOP_INFO,BISACODYL EC TABLET,924939,,
BISACODYL SUPPOSITORY,0,SG_PASAR_POSTOP_INFO,BISACODYL SUPPOSITORY,924939,,
BISOPROLOL FUMARATE  TABLET,0,SG_PASAR_POSTOP_INFO,BISOPROLOL FUMARATE  TABLET,1338005,,
BLEPHAGEL,0,SG_PASAR_POSTOP_INFO,BLEPHAGEL,19055217,,
BLOOD PRODUCT,0,SG_PASAR_POSTOP_INFO,BLOOD PRODUCT,4132660,,
BRIMONIDINE TARTRATE 0.15% EYE DROP,0,SG_PASAR_POSTOP_INFO,BRIMONIDINE TARTRATE 0.15% EYE DROP,915542,,
BRINZOLAMIDE 1% EYE DROP,0,SG_PASAR_POSTOP_INFO,BRINZOLAMIDE 1% EYE DROP,938044,,
BROMHEXINE HCL  TABLET,0,SG_PASAR_POSTOP_INFO,BROMHEXINE HCL  TABLET,19030493,,
BROMHEXINE HCL INJECTION,0,SG_PASAR_POSTOP_INFO,BROMHEXINE HCL INJECTION,19030493,,
BROMHEXINE HCL MIXTURE,0,SG_PASAR_POSTOP_INFO,BROMHEXINE HCL MIXTURE,19030493,,
CALAMINE  LOTION,0,SG_PASAR_POSTOP_INFO,CALAMINE  LOTION,902616,,
CALCITRIOL  CAPSULE,0,SG_PASAR_POSTOP_INFO,CALCITRIOL  CAPSULE,19035631,,
CALCITRIOL INJECTION,0,SG_PASAR_POSTOP_INFO,CALCITRIOL INJECTION,19035631,,
CALCIUM ACETATE 667MG TABLET,0,SG_PASAR_POSTOP_INFO,CALCIUM ACETATE 667MG TABLET,951469,,
"CALCIUM CARB 450MG, VITAMIN D 200 UNIT TABLET",0,SG_PASAR_POSTOP_INFO,"CALCIUM CARB 450MG, VITAMIN D 200 UNIT TABLET",19035704,,
"CALCIUM CARB 450MG, VITAMIN D 200 UNIT TABLET",0,SG_PASAR_POSTOP_INFO,"CALCIUM CARB 450MG, VITAMIN D 200 UNIT TABLET",19009405,,
CALCIUM CARBONATE  TABLET,0,SG_PASAR_POSTOP_INFO,CALCIUM CARBONATE  TABLET,19035704,,
CALCIUM CARBONATE (CHEWABLE) 1.25G TABLET,0,SG_PASAR_POSTOP_INFO,CALCIUM CARBONATE (CHEWABLE) 1.25G TABLET,19035704,,
CALCIUM CHLORIDE 10% (6.8MMOL/10ML) INJECTION,0,SG_PASAR_POSTOP_INFO,CALCIUM CHLORIDE 10% (6.8MMOL/10ML) INJECTION,19036781,,
CALCIUM GLUCONATE 10% (2.3MMOL/10ML) INJECTION,0,SG_PASAR_POSTOP_INFO,CALCIUM GLUCONATE 10% (2.3MMOL/10ML) INJECTION,19037038,,
CALCIUM LACTOGLUCONATE (ELEMENTAL CA 300MG/15ML) SYRUP,0,SG_PASAR_POSTOP_INFO,CALCIUM LACTOGLUCONATE (ELEMENTAL CA 300MG/15ML) SYRUP,19018544,,
CANDESARTAN CILEXETIL TABLET,0,SG_PASAR_POSTOP_INFO,CANDESARTAN CILEXETIL TABLET,1351557,,
CARBIMAZOLE TABLET,0,SG_PASAR_POSTOP_INFO,CARBIMAZOLE TABLET,19040606,,
CARBOMER [VIDISIC] 2MG/G EYE GEL,0,SG_PASAR_POSTOP_INFO,CARBOMER [VIDISIC] 2MG/G EYE GEL,19055217,,
CARVEDILOL TABLET,0,SG_PASAR_POSTOP_INFO,CARVEDILOL TABLET,1346823,,
CEFALEXIN CAPSULE,0,SG_PASAR_POSTOP_INFO,CEFALEXIN CAPSULE,1786621,,
CEFAZOLIN (P/FREE) 50MG/ML EYE DROP,0,SG_PASAR_POSTOP_INFO,CEFAZOLIN (P/FREE) 50MG/ML EYE DROP,1771162,,
CEFAZOLIN INJECTION,0,SG_PASAR_POSTOP_INFO,CEFAZOLIN INJECTION,1771162,,
CEFEPIME INJECTION,0,SG_PASAR_POSTOP_INFO,CEFEPIME INJECTION,1748975,,
CEFTAZIDIME INJECTION,0,SG_PASAR_POSTOP_INFO,CEFTAZIDIME INJECTION,1776684,,
"CEFTAZIDIME, AVIBACTAM INJECTION",0,SG_PASAR_POSTOP_INFO,"CEFTAZIDIME, AVIBACTAM INJECTION",1776684,,
"CEFTAZIDIME, AVIBACTAM INJECTION",0,SG_PASAR_POSTOP_INFO,"CEFTAZIDIME, AVIBACTAM INJECTION",46221507,,
CEFTRIAXONE INJECTION,0,SG_PASAR_POSTOP_INFO,CEFTRIAXONE INJECTION,1777806,,
CEFUROXIME  TABLET,0,SG_PASAR_POSTOP_INFO,CEFUROXIME  TABLET,1778162,,
CELECOXIB CAPSULE,0,SG_PASAR_POSTOP_INFO,CELECOXIB CAPSULE,1118084,,
CETAPHIL GENTLE SKIN CLEANSER,0,SG_PASAR_POSTOP_INFO,CETAPHIL GENTLE SKIN CLEANSER,961145,,
CHARCOAL ACTIVATED  TABLET,0,SG_PASAR_POSTOP_INFO,CHARCOAL ACTIVATED  TABLET,1701928,,
CHLORHEXIDINE 0.05% EXT SOLUTION,0,SG_PASAR_POSTOP_INFO,CHLORHEXIDINE 0.05% EXT SOLUTION,1790812,,
CHLORHEXIDINE 0.2% GARGLE,0,SG_PASAR_POSTOP_INFO,CHLORHEXIDINE 0.2% GARGLE,1790812,,
CHLORHEXIDINE 4% LIQUID SOAP,0,SG_PASAR_POSTOP_INFO,CHLORHEXIDINE 4% LIQUID SOAP,1790812,,
CHLORPHENAMINE MALEATE [CHLORPHENIRAMINE]  TABLET,0,SG_PASAR_POSTOP_INFO,CHLORPHENAMINE MALEATE [CHLORPHENIRAMINE]  TABLET,1192710,,
CHLORTETRACYCLINE HCL 1% EYE OINTMENT,0,SG_PASAR_POSTOP_INFO,CHLORTETRACYCLINE HCL 1% EYE OINTMENT,19095043,,
CHOLINE SALICYLATE 8.7% ORAL GEL,0,SG_PASAR_POSTOP_INFO,CHOLINE SALICYLATE 8.7% ORAL GEL,36256129,,
CICLOSPORIN [NEORAL] CAPSULE,0,SG_PASAR_POSTOP_INFO,CICLOSPORIN [NEORAL] CAPSULE,19010482,,
CINACALCET TABLET,0,SG_PASAR_POSTOP_INFO,CINACALCET TABLET,1548111,,
CINNARIZINE TABLET,0,SG_PASAR_POSTOP_INFO,CINNARIZINE TABLET,19097481,,
CIPROFLOXACIN  TABLET,0,SG_PASAR_POSTOP_INFO,CIPROFLOXACIN  TABLET,1797513,,
CIPROFLOXACIN 0.3% EYE/EAR DROP,0,SG_PASAR_POSTOP_INFO,CIPROFLOXACIN 0.3% EYE/EAR DROP,1797513,,
CIPROFLOXACIN INJECTION,0,SG_PASAR_POSTOP_INFO,CIPROFLOXACIN INJECTION,1797513,,
CITRAVESCENT ORAL POWDER,0,SG_PASAR_POSTOP_INFO,CITRAVESCENT ORAL POWDER,950435,,
CITRAVESCENT ORAL POWDER,0,SG_PASAR_POSTOP_INFO,CITRAVESCENT ORAL POWDER,939506,,
CITRAVESCENT ORAL POWDER,0,SG_PASAR_POSTOP_INFO,CITRAVESCENT ORAL POWDER,19041085,,
CLARITHROMYCIN   TABLET,0,SG_PASAR_POSTOP_INFO,CLARITHROMYCIN   TABLET,1750500,,
CLINDAMYCIN  CAPSULE,0,SG_PASAR_POSTOP_INFO,CLINDAMYCIN  CAPSULE,997881,,
CLINDAMYCIN 1% GEL,0,SG_PASAR_POSTOP_INFO,CLINDAMYCIN 1% GEL,997881,,
CLINDAMYCIN INJECTION,0,SG_PASAR_POSTOP_INFO,CLINDAMYCIN INJECTION,997881,,
