source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"POTASSIUM CHLORIDE (PREMIXED IN WFI) 20MMOL/100ML INFUSION",0,SG_PASAR_POSTOP_INFO,"POTASSIUM CHLORIDE (PREMIXED IN WFI) 20MMOL/100ML INFUSION",19049105,,,,
"POTASSIUM CHLORIDE CONCENTRATED 7.45% (1MMOL/ML) INJECTION (CRRT)",0,SG_PASAR_POSTOP_INFO,"POTASSIUM CHLORIDE CONCENTRATED 7.45% (1MMOL/ML) INJECTION (CRRT)",19049105,,,,
"POTASSIUM CITRATE 30% MIXTURE",0,SG_PASAR_POSTOP_INFO,"POTASSIUM CITRATE 30% MIXTURE",976545,,,,
"POTASSIUM DIHYDROGEN PHOSPHATE (1MMOL/ML) INJECTION",0,SG_PASAR_POSTOP_INFO,"POTASSIUM DIHYDROGEN PHOSPHATE (1MMOL/ML) INJECTION",36929207,,,,
"POTASSIUM DIHYDROGEN PHOSPHATE (1MMOL/ML) INJECTION (CRRT)",0,SG_PASAR_POSTOP_INFO,"POTASSIUM DIHYDROGEN PHOSPHATE (1MMOL/ML) INJECTION (CRRT)",36929207,,,,
"POTASSIUM PERMANGANATE 0.1% EXT SOLUTION",0,SG_PASAR_POSTOP_INFO,"POTASSIUM PERMANGANATE 0.1% EXT SOLUTION",19135788,,,,
"PRAZOSIN TABLET",0,SG_PASAR_POSTOP_INFO,"PRAZOSIN TABLET",1350489,,,,
"PREDNISOLONE  TABLET",0,SG_PASAR_POSTOP_INFO,"PREDNISOLONE  TABLET",1550557,,,,
"PREDNISOLONE ACETATE [PRED FORTE] 1% EYE DROP",0,SG_PASAR_POSTOP_INFO,"PREDNISOLONE ACETATE [PRED FORTE] 1% EYE DROP",1550557,,,,
"PREGABALIN CAPSULE",0,SG_PASAR_POSTOP_INFO,"PREGABALIN CAPSULE",734354,,,,
"PRENATAL VITAMIN TABLET",0,SG_PASAR_POSTOP_INFO,"PRENATAL VITAMIN TABLET",36878782,,,,
"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",0,SG_PASAR_POSTOP_INFO,"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",19137312,,,,
"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",0,SG_PASAR_POSTOP_INFO,"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",1353228,,,,
"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",0,SG_PASAR_POSTOP_INFO,"PRINCI-B FORT TABLET [VIT B1 250MG, B6 250MG, B12 1,000MCG]",1308738,,,,
"PROBIOTICS 112.5 BILLION CAPSULE",0,SG_PASAR_POSTOP_INFO,"PROBIOTICS 112.5 BILLION CAPSULE",36118947,,,,
"PROBIOTICS 112.5 BILLION CAPSULE",0,SG_PASAR_POSTOP_INFO,"PROBIOTICS 112.5 BILLION CAPSULE",36118942,,,,
"PROBIOTICS 112.5 BILLION CAPSULE",0,SG_PASAR_POSTOP_INFO,"PROBIOTICS 112.5 BILLION CAPSULE",1759196,,,,
"PROCHLORPERAZINE MALEATE TABLET",0,SG_PASAR_POSTOP_INFO,"PROCHLORPERAZINE MALEATE TABLET",752061,,,,
"PROCODIN SYRUP [PROMETHAZINE 3.6MG/5ML, CODEINE 9MG/5ML]",0,SG_PASAR_POSTOP_INFO,"PROCODIN SYRUP [PROMETHAZINE 3.6MG/5ML, CODEINE 9MG/5ML]",1153013,,,,
"PROCODIN SYRUP [PROMETHAZINE 3.6MG/5ML, CODEINE 9MG/5ML]",0,SG_PASAR_POSTOP_INFO,"PROCODIN SYRUP [PROMETHAZINE 3.6MG/5ML, CODEINE 9MG/5ML]",1201620,,,,
"PROGRAF [TACROLIMUS] CAPSULE",0,SG_PASAR_POSTOP_INFO,"PROGRAF [TACROLIMUS] CAPSULE",950637,,,,
"PROPANTHELINE BR TABLET",0,SG_PASAR_POSTOP_INFO,"PROPANTHELINE BR TABLET",953391,,,,
"PROPOFOL INJECTION",0,SG_PASAR_POSTOP_INFO,"PROPOFOL INJECTION",753626,,,,
"PROPRANOLOL HCL  TABLET",0,SG_PASAR_POSTOP_INFO,"PROPRANOLOL HCL  TABLET",1353766,,,,
"PROTEIN SUPPLEMENT POWDER",0,SG_PASAR_POSTOP_INFO,"PROTEIN SUPPLEMENT POWDER",40798859,,,,
"PYRIDOSTIGMINE BR TABLET",0,SG_PASAR_POSTOP_INFO,"PYRIDOSTIGMINE BR TABLET",759740,,,,
"PYRIDOXINE HCL  [VITAMIN B6] TABLET",0,SG_PASAR_POSTOP_INFO,"PYRIDOXINE HCL  [VITAMIN B6] TABLET",19005046,,,,
"QUETIAPINE TABLET",0,SG_PASAR_POSTOP_INFO,"QUETIAPINE TABLET",766814,,,,
"QV CREAM 100G",0,SG_PASAR_POSTOP_INFO,"QV CREAM 100G",0,,,,
"QV CREAM 500G",0,SG_PASAR_POSTOP_INFO,"QV CREAM 500G",0,,,,
"RANITIDINE INJECTION",0,SG_PASAR_POSTOP_INFO,"RANITIDINE INJECTION",961047,,,,
"RECORMON [EPOETIN BETA] INJECTION",0,SG_PASAR_POSTOP_INFO,"RECORMON [EPOETIN BETA] INJECTION",19001311,,,,
"REMIFENTANIL INJECTION",0,SG_PASAR_POSTOP_INFO,"REMIFENTANIL INJECTION",19016749,,,,
"RENAL VITAMIN TABLET",0,SG_PASAR_POSTOP_INFO,"RENAL VITAMIN TABLET",36878782,,,,
"RETAIL ITEMS",0,SG_PASAR_POSTOP_INFO,"RETAIL ITEMS",0,,,,
"RIFAMPICIN CAPSULE",0,SG_PASAR_POSTOP_INFO,"RIFAMPICIN CAPSULE",1763204,,,,
"RIFAXIMIN TABLET",0,SG_PASAR_POSTOP_INFO,"RIFAXIMIN TABLET",1735947,,,,
"RISPERIDONE  TABLET",0,SG_PASAR_POSTOP_INFO,"RISPERIDONE  TABLET",735979,,,,
"RIVAROXABAN TABLET",0,SG_PASAR_POSTOP_INFO,"RIVAROXABAN TABLET",40241331,,,,
"ROPIVACAINE HCL 1% (10MG/ML) INJECTION",0,SG_PASAR_POSTOP_INFO,"ROPIVACAINE HCL 1% (10MG/ML) INJECTION",1136487,,,,
"ROSUVASTATIN TABLET",0,SG_PASAR_POSTOP_INFO,"ROSUVASTATIN TABLET",1510813,,,,
"SALBUTAMOL 0.5% NEB SOLUTION",0,SG_PASAR_POSTOP_INFO,"SALBUTAMOL 0.5% NEB SOLUTION",1154343,,,,
"SALBUTAMOL 100MCG INHALER",0,SG_PASAR_POSTOP_INFO,"SALBUTAMOL 100MCG INHALER",1154343,,,,
"SANGOBION [FERROUS GLUCONATE COMPOUND] CAPSULE",0,SG_PASAR_POSTOP_INFO,"SANGOBION [FERROUS GLUCONATE COMPOUND] CAPSULE",1396012,,,,
"SANGOBION [FERROUS GLUCONATE COMPOUND] CAPSULE",0,SG_PASAR_POSTOP_INFO,"SANGOBION [FERROUS GLUCONATE COMPOUND] CAPSULE",36878782,,,,
"SELENIUM AND VITAMIN A, C, E TABLET",0,SG_PASAR_POSTOP_INFO,"SELENIUM AND VITAMIN A, C, E TABLET",966282,,,,
"SELENIUM AND VITAMIN A, C, E TABLET",0,SG_PASAR_POSTOP_INFO,"SELENIUM AND VITAMIN A, C, E TABLET",19008339,,,,
"SELENIUM AND VITAMIN A, C, E TABLET",0,SG_PASAR_POSTOP_INFO,"SELENIUM AND VITAMIN A, C, E TABLET",19009540,,,,
"SELENIUM AND VITAMIN A, C, E TABLET",0,SG_PASAR_POSTOP_INFO,"SELENIUM AND VITAMIN A, C, E TABLET",19011773,,,,
"SENNOSIDES 7.5MG TABLET",0,SG_PASAR_POSTOP_INFO,"SENNOSIDES 7.5MG TABLET",19115055,,,,
"SERETIDE 25/ 50 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/ 50 EVOHALER [SALMETEROL, FLUTICASONE]",1137529,,,,
"SERETIDE 25/ 50 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/ 50 EVOHALER [SALMETEROL, FLUTICASONE]",1149380,,,,
"SERETIDE 25/125 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/125 EVOHALER [SALMETEROL, FLUTICASONE]",1137529,,,,
"SERETIDE 25/125 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/125 EVOHALER [SALMETEROL, FLUTICASONE]",1149380,,,,
"SERETIDE 25/250 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/250 EVOHALER [SALMETEROL, FLUTICASONE]",1137529,,,,
"SERETIDE 25/250 EVOHALER [SALMETEROL, FLUTICASONE]",0,SG_PASAR_POSTOP_INFO,"SERETIDE 25/250 EVOHALER [SALMETEROL, FLUTICASONE]",1149380,,,,
"SEVELAMER CARBONATE TABLET",0,SG_PASAR_POSTOP_INFO,"SEVELAMER CARBONATE TABLET",952004,,,,
"SILDENAFIL  TABLET",0,SG_PASAR_POSTOP_INFO,"SILDENAFIL  TABLET",1316262,,,,
"SIMBRINZA EYE DROP [BRINZOLAMIDE, BRIMONIDINE]",0,SG_PASAR_POSTOP_INFO,"SIMBRINZA EYE DROP [BRINZOLAMIDE, BRIMONIDINE]",938044,,,,
"SIMBRINZA EYE DROP [BRINZOLAMIDE, BRIMONIDINE]",0,SG_PASAR_POSTOP_INFO,"SIMBRINZA EYE DROP [BRINZOLAMIDE, BRIMONIDINE]",915542,,,,
"SIMVASTATIN  TABLET",0,SG_PASAR_POSTOP_INFO,"SIMVASTATIN  TABLET",1539403,,,,
"SITAGLIPTIN TABLET",0,SG_PASAR_POSTOP_INFO,"SITAGLIPTIN TABLET",1580747,,,,
"SODIUM BICARBONATE  CAPSULE",0,SG_PASAR_POSTOP_INFO,"SODIUM BICARBONATE  CAPSULE",939506,,,,
"SODIUM BICARBONATE 8.4% (1MMOL/ML) INFUSION",0,SG_PASAR_POSTOP_INFO,"SODIUM BICARBONATE 8.4% (1MMOL/ML) INFUSION",939506,,,,
"SODIUM BICARBONATE POWDER",0,SG_PASAR_POSTOP_INFO,"SODIUM BICARBONATE POWDER",939506,,,,
"SODIUM CHLORIDE  500MG, DEXTROSE 200MG SR TABLET",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE  500MG, DEXTROSE 200MG SR TABLET",967823,,,,
"SODIUM CHLORIDE  500MG, DEXTROSE 200MG SR TABLET",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE  500MG, DEXTROSE 200MG SR TABLET",1560524,,,,
"SODIUM CHLORIDE 0.45% INFUSION",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE 0.45% INFUSION",967823,,,,
"SODIUM CHLORIDE 0.9% EYE DROP",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE 0.9% EYE DROP",967823,,,,
"SODIUM CHLORIDE 0.9% INFUSION",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE 0.9% INFUSION",967823,,,,
"SODIUM CHLORIDE 0.9% INJECTION.",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE 0.9% INJECTION.",967823,,,,
"SODIUM CHLORIDE 5% EYE DROP",0,SG_PASAR_POSTOP_INFO,"SODIUM CHLORIDE 5% EYE DROP",967823,,,,
"SODIUM PHOSPHATE (PHOSPHATE  16.1MMOL) EFFERVESCENT TABLET",0,SG_PASAR_POSTOP_INFO,"SODIUM PHOSPHATE (PHOSPHATE  16.1MMOL) EFFERVESCENT TABLET",939871,,,,
"SODIUM PHOSPHATE (PHOSPHATE 1MMOL/ML) INJECTION",0,SG_PASAR_POSTOP_INFO,"SODIUM PHOSPHATE (PHOSPHATE 1MMOL/ML) INJECTION",939871,,,,
"SODIUM POLYSTYRENE SULFONATE ENEMA",0,SG_PASAR_POSTOP_INFO,"SODIUM POLYSTYRENE SULFONATE ENEMA",19078126,,,,
"SODIUM POLYSTYRENE SULFONATE SUSPENSION",0,SG_PASAR_POSTOP_INFO,"SODIUM POLYSTYRENE SULFONATE SUSPENSION",19078126,,,,
"SOLCOSERYL 20% EYE GEL",0,SG_PASAR_POSTOP_INFO,"SOLCOSERYL 20% EYE GEL",36878742,,,,
"SOMATOSTATIN INJECTION",0,SG_PASAR_POSTOP_INFO,"SOMATOSTATIN INJECTION",19136066,,,,
"SPIRONOLACTONE  TABLET",0,SG_PASAR_POSTOP_INFO,"SPIRONOLACTONE  TABLET",970250,,,,
"STERIMAR ISOTONIC NASAL SPRAY",0,SG_PASAR_POSTOP_INFO,"STERIMAR ISOTONIC NASAL SPRAY",42899737,,,,
"SUCRALFATE  TABLET",0,SG_PASAR_POSTOP_INFO,"SUCRALFATE  TABLET",1036228,,,,
"SYMBICORT 160/4.5 TURBUHALER [BUDESONIDE, FORMOTEROL]",0,SG_PASAR_POSTOP_INFO,"SYMBICORT 160/4.5 TURBUHALER [BUDESONIDE, FORMOTEROL]",939259,,,,
"SYMBICORT 160/4.5 TURBUHALER [BUDESONIDE, FORMOTEROL]",0,SG_PASAR_POSTOP_INFO,"SYMBICORT 160/4.5 TURBUHALER [BUDESONIDE, FORMOTEROL]",1196677,,,,
"TAMOXIFEN  TABLET",0,SG_PASAR_POSTOP_INFO,"TAMOXIFEN  TABLET",1436678,,,,
"TAMSULOSIN HCL OCAS PROLONGED RELEASE TABLET",0,SG_PASAR_POSTOP_INFO,"TAMSULOSIN HCL OCAS PROLONGED RELEASE TABLET",924566,,,,
"TAMSULOSIN HCL PROLONGED RELEASE TABLET",0,SG_PASAR_POSTOP_INFO,"TAMSULOSIN HCL PROLONGED RELEASE TABLET",924566,,,,
"TAZOCIN INJECTION [PIPERACILLIN, TAZOBACTAM]",0,SG_PASAR_POSTOP_INFO,"TAZOCIN INJECTION [PIPERACILLIN, TAZOBACTAM]",1741122,,,,
"TAZOCIN INJECTION [PIPERACILLIN, TAZOBACTAM]",0,SG_PASAR_POSTOP_INFO,"TAZOCIN INJECTION [PIPERACILLIN, TAZOBACTAM]",1746114,,,,
"TEARS NATURALE FREE EYE DROP",0,SG_PASAR_POSTOP_INFO,"TEARS NATURALE FREE EYE DROP",1319156,,,,
"TEARS NATURALE FREE EYE DROP",0,SG_PASAR_POSTOP_INFO,"TEARS NATURALE FREE EYE DROP",902251,,,,
"TEARS NATURALE II EYE DROP",0,SG_PASAR_POSTOP_INFO,"TEARS NATURALE II EYE DROP",1319156,,,,
"TEARS NATURALE II EYE DROP",0,SG_PASAR_POSTOP_INFO,"TEARS NATURALE II EYE DROP",902251,,,,
"TELFAST D TABLET [FEXOFENADINE 60MG, PSEUDOEPHEDRINE SR 120MG]",0,SG_PASAR_POSTOP_INFO,"TELFAST D TABLET [FEXOFENADINE 60MG, PSEUDOEPHEDRINE SR 120MG]",1154332,,,,
"TELFAST D TABLET [FEXOFENADINE 60MG, PSEUDOEPHEDRINE SR 120MG]",0,SG_PASAR_POSTOP_INFO,"TELFAST D TABLET [FEXOFENADINE 60MG, PSEUDOEPHEDRINE SR 120MG]",1153428,,,,
"TELMISARTAN TABLET",0,SG_PASAR_POSTOP_INFO,"TELMISARTAN TABLET",1317640,,,,
"TERAZOSIN  TABLET",0,SG_PASAR_POSTOP_INFO,"TERAZOSIN  TABLET",1341238,,,,
"TERIPARATIDE INJECTION",0,SG_PASAR_POSTOP_INFO,"TERIPARATIDE INJECTION",1521987,,,,
"TETRACYCLINE HCL 3% OINTMENT",0,SG_PASAR_POSTOP_INFO,"TETRACYCLINE HCL 3% OINTMENT",1836948,,,,
"THEOPHYLLINE SR [NUELIN SR] TABLET",0,SG_PASAR_POSTOP_INFO,"THEOPHYLLINE SR [NUELIN SR] TABLET",1237049,,,,
"THIAMINE HCL  [VITAMIN B1] TABLET",0,SG_PASAR_POSTOP_INFO,"THIAMINE HCL  [VITAMIN B1] TABLET",19137312,,,,
"THIAMINE HCL [VITAMIN B1] INJECTION",0,SG_PASAR_POSTOP_INFO,"THIAMINE HCL [VITAMIN B1] INJECTION",19137312,,,,
"TICAGRELOR TABLET",0,SG_PASAR_POSTOP_INFO,"TICAGRELOR TABLET",40241186,,,,
"TIENAM INJECTION [IMIPENEM, CILASTATIN]",0,SG_PASAR_POSTOP_INFO,"TIENAM INJECTION [IMIPENEM, CILASTATIN]",1778262,,,,
"TIENAM INJECTION [IMIPENEM, CILASTATIN]",0,SG_PASAR_POSTOP_INFO,"TIENAM INJECTION [IMIPENEM, CILASTATIN]",1797258,,,,
"TIGECYCLINE INJECTION",0,SG_PASAR_POSTOP_INFO,"TIGECYCLINE INJECTION",1742432,,,,
"TIMOLOL 0.5% EYE DROP",0,SG_PASAR_POSTOP_INFO,"TIMOLOL 0.5% EYE DROP",902427,,,,
"TIOTROPIUM 2.5MCG RESPIMAT INHALER",0,SG_PASAR_POSTOP_INFO,"TIOTROPIUM 2.5MCG RESPIMAT INHALER",1106776,,,,
"TOBRADEX EYE DROP [TOBRAMYCIN, DEXAMETHASONE]",0,SG_PASAR_POSTOP_INFO,"TOBRADEX EYE DROP [TOBRAMYCIN, DEXAMETHASONE]",902722,,,,
"TOBRADEX EYE DROP [TOBRAMYCIN, DEXAMETHASONE]",0,SG_PASAR_POSTOP_INFO,"TOBRADEX EYE DROP [TOBRAMYCIN, DEXAMETHASONE]",1518254,,,,
"TOBRAMYCIN 0.3% EYE DROP",0,SG_PASAR_POSTOP_INFO,"TOBRAMYCIN 0.3% EYE DROP",902722,,,,
"TOLBUTAMIDE TABLET",0,SG_PASAR_POSTOP_INFO,"TOLBUTAMIDE TABLET",1502855,,,,
"TPN (ADULT) INFUSION",0,SG_PASAR_POSTOP_INFO,"TPN (ADULT) INFUSION",4021169,,,,
"TPN (WITH ELECTROLYTES) [NUTRIFLEX OMEGA SPECIAL] INFUSION 1250ML",0,SG_PASAR_POSTOP_INFO,"TPN (WITH ELECTROLYTES) [NUTRIFLEX OMEGA SPECIAL] INFUSION 1250ML",4021169,,,,
"TPN (WITH ELECTROLYTES) [SMOFKABIVEN] INFUSION 1206ML",0,SG_PASAR_POSTOP_INFO,"TPN (WITH ELECTROLYTES) [SMOFKABIVEN] INFUSION 1206ML",4021169,,,,
"TRAMADOL HCL  CAPSULE/TABLET",0,SG_PASAR_POSTOP_INFO,"TRAMADOL HCL  CAPSULE/TABLET",1103314,,,,
"TRAMADOL HCL INJECTION",0,SG_PASAR_POSTOP_INFO,"TRAMADOL HCL INJECTION",1103314,,,,
"TRANEXAMIC ACID  TABLET",0,SG_PASAR_POSTOP_INFO,"TRANEXAMIC ACID  TABLET",1303425,,,,
"TRANEXAMIC ACID INJECTION",0,SG_PASAR_POSTOP_INFO,"TRANEXAMIC ACID INJECTION",1303425,,,,
"TRAZODONE HCL TABLET",0,SG_PASAR_POSTOP_INFO,"TRAZODONE HCL TABLET",703547,,,,
"TRIAMCINOLONE ACETONIDE 0.1% ORAL PASTE",0,SG_PASAR_POSTOP_INFO,"TRIAMCINOLONE ACETONIDE 0.1% ORAL PASTE",903963,,,,
"TRIAMCINOLONE ACETONIDE 55MCG NASAL SPRAY",0,SG_PASAR_POSTOP_INFO,"TRIAMCINOLONE ACETONIDE 55MCG NASAL SPRAY",903963,,,,
"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",0,SG_PASAR_POSTOP_INFO,"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",1000632,,,,
"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",0,SG_PASAR_POSTOP_INFO,"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",45892419,,,,
"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",0,SG_PASAR_POSTOP_INFO,"TRIDERM CREAM [BETAMETHASONE, CLOTRIMAZOLE, GENTAMICIN]",920458,,,,
"TRIHEXYPHENIDYL HCL [BENZHEXOL] TABLET",0,SG_PASAR_POSTOP_INFO,"TRIHEXYPHENIDYL HCL [BENZHEXOL] TABLET",705178,,,,
"TRIMETAZIDINE HCL  TABLET",0,SG_PASAR_POSTOP_INFO,"TRIMETAZIDINE HCL  TABLET",19005626,,,,
"TRIMETAZIDINE HCL MR TABLET",0,SG_PASAR_POSTOP_INFO,"TRIMETAZIDINE HCL MR TABLET",19005626,,,,
"UNASYN INJECTION [AMPICILLIN, SULBACTAM]",0,SG_PASAR_POSTOP_INFO,"UNASYN INJECTION [AMPICILLIN, SULBACTAM]",1836241,,,,
"UNASYN INJECTION [AMPICILLIN, SULBACTAM]",0,SG_PASAR_POSTOP_INFO,"UNASYN INJECTION [AMPICILLIN, SULBACTAM]",1717327,,,,
"UREA 10% CREAM",0,SG_PASAR_POSTOP_INFO,"UREA 10% CREAM",906914,,,,
"URSODEOXYCHOLIC ACID CAPSULE",0,SG_PASAR_POSTOP_INFO,"URSODEOXYCHOLIC ACID CAPSULE",988095,,,,
"VALGANCICLOVIR [VALCYTE] TABLET",0,SG_PASAR_POSTOP_INFO,"VALGANCICLOVIR [VALCYTE] TABLET",1703063,,,,
"VALPROATE SODIUM  CHRONO [EPILIM CHRONO] TABLET",0,SG_PASAR_POSTOP_INFO,"VALPROATE SODIUM  CHRONO [EPILIM CHRONO] TABLET",745466,,,,
"VALSARTAN TABLET",0,SG_PASAR_POSTOP_INFO,"VALSARTAN TABLET",1308842,,,,
"VANCOMYCIN INJECTION",0,SG_PASAR_POSTOP_INFO,"VANCOMYCIN INJECTION",1707687,,,,
"VANCOMYCIN ORAL SOLUTION",0,SG_PASAR_POSTOP_INFO,"VANCOMYCIN ORAL SOLUTION",1707687,,,,
"VANCOMYCIN VIAL",0,SG_PASAR_POSTOP_INFO,"VANCOMYCIN VIAL",1707687,,,,
"VASOPRESSIN INJECTION",0,SG_PASAR_POSTOP_INFO,"VASOPRESSIN INJECTION",36863425,,,,
"VENLAFAXINE XR CAPSULE/TABLET",0,SG_PASAR_POSTOP_INFO,"VENLAFAXINE XR CAPSULE/TABLET",743670,,,,
"VILDAGLIPTIN TABLET",0,SG_PASAR_POSTOP_INFO,"VILDAGLIPTIN TABLET",19122137,,,,
"VITAMIN B COMPLEX  TABLET",0,SG_PASAR_POSTOP_INFO,"VITAMIN B COMPLEX  TABLET",19010970,,,,
"VITAMIN E CAPSULE",0,SG_PASAR_POSTOP_INFO,"VITAMIN E CAPSULE",19009540,,,,
"VORICONAZOLE  TABLET",0,SG_PASAR_POSTOP_INFO,"VORICONAZOLE  TABLET",1714277,,,,
"WARFARIN SODIUM [MAREVAN] TABLET",0,SG_PASAR_POSTOP_INFO,"WARFARIN SODIUM [MAREVAN] TABLET",1310149,,,,
"WHITE SOFT PARAFFIN BP OINTMENT",0,SG_PASAR_POSTOP_INFO,"WHITE SOFT PARAFFIN BP OINTMENT",19033354,,,,
"WHITE SOFT PARAFFIN, LIQUID PARAFFIN (3:2) OINTMENT",0,SG_PASAR_POSTOP_INFO,"WHITE SOFT PARAFFIN, LIQUID PARAFFIN (3:2) OINTMENT",19033354,,,,
"WHITE SOFT PARAFFIN, LIQUID PARAFFIN (3:2) OINTMENT",0,SG_PASAR_POSTOP_INFO,"WHITE SOFT PARAFFIN, LIQUID PARAFFIN (3:2) OINTMENT",908523,,,,
"XALACOM EYE DROP [LATANOPROST 0.005%, TIMOLOL 0.5%]",0,SG_PASAR_POSTOP_INFO,"XALACOM EYE DROP [LATANOPROST 0.005%, TIMOLOL 0.5%]",954688,,,,
"XALACOM EYE DROP [LATANOPROST 0.005%, TIMOLOL 0.5%]",0,SG_PASAR_POSTOP_INFO,"XALACOM EYE DROP [LATANOPROST 0.005%, TIMOLOL 0.5%]",902427,,,,
"ZINC (ELEMENTAL) CAPSULE/TABLET",0,SG_PASAR_POSTOP_INFO,"ZINC (ELEMENTAL) CAPSULE/TABLET",19010696,,,,
"ZOLPIDEM TARTRATE CR TABLET",0,SG_PASAR_POSTOP_INFO,"ZOLPIDEM TARTRATE CR TABLET",744740,,,,
"ZOPICLONE TABLET",0,SG_PASAR_POSTOP_INFO,"ZOPICLONE TABLET",19044883,,,,
"ZYRTEC-D TABLET [CETIRIZINE 5MG, PSEUDOEPHEDRINE SR 120MG]",0,SG_PASAR_POSTOP_INFO,"ZYRTEC-D TABLET [CETIRIZINE 5MG, PSEUDOEPHEDRINE SR 120MG]",1154332,,,,
"ZYRTEC-D TABLET [CETIRIZINE 5MG, PSEUDOEPHEDRINE SR 120MG]",0,SG_PASAR_POSTOP_INFO,"ZYRTEC-D TABLET [CETIRIZINE 5MG, PSEUDOEPHEDRINE SR 120MG]",1149196,,,,
"WBC",0,SG_PASAR_PREOP_LAB,"WBC",4298431,,,,
"APTT",0,SG_PASAR_PREOP_LAB,"APTT",44809202,,,,
"UREA",0,SG_PASAR_PREOP_LAB,"UREA",4020121,,,,
"POTASSIUM",0,SG_PASAR_PREOP_LAB,"POTASSIUM",4245152,,,,
"NEUTROPHILS",0,SG_PASAR_PREOP_LAB,"NEUTROPHILS",4148615,,,,
"KETONE,BLOOD",0,SG_PASAR_PREOP_LAB,"KETONE,BLOOD",4307467,,,,
"HAEMOGLOBIN",0,SG_PASAR_PREOP_LAB,"HAEMOGLOBIN",40480067,,,,
"CREATININE",0,SG_PASAR_PREOP_LAB,"CREATININE",4324383,,,,
"PROCALCITONIN",0,SG_PASAR_PREOP_LAB,"PROCALCITONIN",44791466,,,,
"BILIRUBIN,TOTAL",0,SG_PASAR_PREOP_LAB,"BILIRUBIN,TOTAL",4230543,,,,
"SODIUM",0,SG_PASAR_PREOP_LAB,"SODIUM",4097430,,,,
"HBA1C",0,SG_PASAR_PREOP_LAB,"HBA1C",4184637,,,,
"CHLORIDE",0,SG_PASAR_PREOP_LAB,"CHLORIDE",4188066,,,,
"PLATELET COUNT",0,SG_PASAR_PREOP_LAB,"PLATELET COUNT",4267147,,,,
"ALBUMIN",0,SG_PASAR_PREOP_LAB,"ALBUMIN",4097664,,,,
"BILIRUBIN,DIRECT",0,SG_PASAR_PREOP_LAB,"BILIRUBIN,DIRECT",4216632,,,,
"PROTHROMBIN TIME",0,SG_PASAR_PREOP_LAB,"PROTHROMBIN TIME",4245261,,,,
"EOSINOPHIL",0,SG_PASAR_PREOP_LAB,"EOSINOPHIL",4216098,,,,
"NT-proBNP",0,SG_PASAR_PREOP_LAB,"NT-proBNP",4136597,,,,
"LYMPHOCYTE",0,SG_PASAR_PREOP_LAB,"LYMPHOCYTE",4254663,,,,
"RBC DIST WIDTH",0,SG_PASAR_PREOP_LAB,"RBC DIST WIDTH",37397924,,,,
"BICARBONATE",0,SG_PASAR_PREOP_LAB,"BICARBONATE",4227915,,,,
"TROPONIN-T QUANTITATIVE",0,SG_PASAR_PREOP_LAB,"TROPONIN-T QUANTITATIVE",2212605,,,,
"MEAN CELL VOL",0,SG_PASAR_PREOP_LAB,"MEAN CELL VOL",4273303,,,,
"BURNS",0,SG_PASAR_INTRAOP_OPERATION_SPECIALTY,"BURNS",44777674,,,,
"Cardiology",0,SG_PASAR_INTRAOP_OPERATION_SPECIALTY,"Cardiology",38004451,,,,
"Cardiothoracic Surgery",0,SG_PASAR_INTRAOP_OPERATION_SPECIALTY,"Cardiothoracic Surgery",38004023,,,,
"COLORECTAL SURGERY",0,SG_PASAR_INTRAOP_OPERATION_SPECIALTY,"COLORECTAL SURGERY",38004471,,,,
